record_id,product_id,fertilizer_name,fertilizer_type,amount,apply_date,operator
FR01444,P0726,氮肥,化学肥料,56kg/亩,2025-07-06,王五
FR01445,P0727,复合肥,化学肥料,95kg/亩,2025-05-16,张三
FR01446,P0727,腐殖酸肥,有机肥料,81kg/亩,2025-07-11,李四
FR01447,P0727,腐殖酸肥,有机肥料,38kg/亩,2025-04-20,郑十一
FR01448,P0728,叶面肥,化学肥料,83kg/亩,2025-04-27,吴十
FR01449,P0728,叶面肥,化学肥料,96kg/亩,2025-06-13,周九
FR01450,P0729,磷肥,化学肥料,72kg/亩,2025-05-13,周九
FR01451,P0730,复合肥,化学肥料,47kg/亩,2025-08-02,李四
FR01452,P0730,复合肥,化学肥料,96kg/亩,2025-04-16,周九
FR01453,P0730,钾肥,化学肥料,31kg/亩,2025-03-12,李四
FR01454,P0731,钾肥,化学肥料,72kg/亩,2025-05-02,孙八
FR01455,P0732,腐殖酸肥,有机肥料,81kg/亩,2025-06-16,吴十
FR01456,P0733,叶面肥,化学肥料,46kg/亩,2025-08-18,张三
FR01457,P0734,生物菌肥,生物肥料,32kg/亩,2025-05-23,孙八
FR01458,P0735,腐殖酸肥,有机肥料,54kg/亩,2025-07-13,王五
FR01459,P0736,有机肥,有机肥料,80kg/亩,2025-03-20,钱七
FR01460,P0737,腐殖酸肥,有机肥料,53kg/亩,2025-06-17,王五
FR01461,P0737,腐殖酸肥,有机肥料,95kg/亩,2025-05-15,钱七
FR01462,P0738,钾肥,化学肥料,54kg/亩,2025-04-27,李四
FR01463,P0738,复合肥,化学肥料,79kg/亩,2025-04-11,李四
FR01464,P0739,复合肥,化学肥料,92kg/亩,2025-07-23,李四
FR01465,P0739,叶面肥,化学肥料,76kg/亩,2025-03-07,郑十一
FR01466,P0739,氮肥,化学肥料,82kg/亩,2025-06-04,郑十一
FR01467,P0740,叶面肥,化学肥料,59kg/亩,2025-05-26,赵六
FR01468,P0740,磷肥,化学肥料,51kg/亩,2025-07-03,李四
FR01469,P0740,磷肥,化学肥料,35kg/亩,2025-08-27,李四
FR01470,P0741,氮肥,化学肥料,57kg/亩,2025-03-20,钱七
FR01471,P0741,生物菌肥,生物肥料,94kg/亩,2025-05-17,陈十二
FR01472,P0741,复合肥,化学肥料,44kg/亩,2025-06-04,周九
FR01473,P0742,钾肥,化学肥料,84kg/亩,2025-05-07,周九
FR01474,P0743,有机肥,有机肥料,57kg/亩,2025-08-04,孙八
FR01475,P0744,钾肥,化学肥料,37kg/亩,2025-07-26,张三
FR01476,P0744,生物菌肥,生物肥料,95kg/亩,2025-03-25,周九
FR01477,P0745,有机肥,有机肥料,41kg/亩,2025-08-18,陈十二
FR01478,P0746,叶面肥,化学肥料,72kg/亩,2025-06-14,钱七
FR01479,P0746,氮肥,化学肥料,45kg/亩,2025-04-01,周九
FR01480,P0746,磷肥,化学肥料,84kg/亩,2025-06-08,孙八
FR01481,P0747,叶面肥,化学肥料,68kg/亩,2025-03-05,王五
FR01482,P0748,有机肥,有机肥料,33kg/亩,2025-06-17,张三
FR01483,P0748,磷肥,化学肥料,85kg/亩,2025-07-05,钱七
FR01484,P0748,生物菌肥,生物肥料,98kg/亩,2025-05-20,张三
FR01485,P0749,叶面肥,化学肥料,55kg/亩,2025-06-07,李四
FR01486,P0750,有机肥,有机肥料,64kg/亩,2025-08-16,赵六
FR01487,P0751,腐殖酸肥,有机肥料,71kg/亩,2025-07-19,王五
FR01488,P0751,氮肥,化学肥料,95kg/亩,2025-05-18,周九
FR01489,P0751,叶面肥,化学肥料,88kg/亩,2025-03-03,孙八
FR01490,P0752,磷肥,化学肥料,37kg/亩,2025-04-08,陈十二
FR01491,P0752,复合肥,化学肥料,82kg/亩,2025-05-25,张三
FR01492,P0752,钾肥,化学肥料,76kg/亩,2025-06-16,陈十二
FR01493,P0753,氮肥,化学肥料,89kg/亩,2025-07-01,赵六
FR01494,P0753,叶面肥,化学肥料,80kg/亩,2025-07-10,吴十
FR01495,P0754,腐殖酸肥,有机肥料,45kg/亩,2025-05-02,周九
FR01496,P0754,氮肥,化学肥料,71kg/亩,2025-08-23,王五
FR01497,P0754,有机肥,有机肥料,55kg/亩,2025-08-15,孙八
FR01498,P0755,钾肥,化学肥料,50kg/亩,2025-06-09,王五
FR01499,P0756,复合肥,化学肥料,83kg/亩,2025-04-14,钱七
FR01500,P0757,叶面肥,化学肥料,75kg/亩,2025-03-02,孙八
FR01501,P0757,氮肥,化学肥料,34kg/亩,2025-03-27,李四
FR01502,P0758,氮肥,化学肥料,40kg/亩,2025-08-01,周九
FR01503,P0759,复合肥,化学肥料,65kg/亩,2025-06-24,王五
FR01504,P0759,腐殖酸肥,有机肥料,67kg/亩,2025-07-04,李四
FR01505,P0759,复合肥,化学肥料,88kg/亩,2025-04-04,王五
FR01506,P0760,磷肥,化学肥料,67kg/亩,2025-03-25,陈十二
FR01507,P0760,复合肥,化学肥料,50kg/亩,2025-03-07,孙八
FR01508,P0760,氮肥,化学肥料,31kg/亩,2025-08-02,陈十二
FR01509,P0761,氮肥,化学肥料,62kg/亩,2025-06-16,吴十
FR01510,P0762,磷肥,化学肥料,77kg/亩,2025-04-01,钱七
FR01511,P0763,磷肥,化学肥料,75kg/亩,2025-07-23,赵六
FR01512,P0764,有机肥,有机肥料,48kg/亩,2025-05-22,张三
FR01513,P0764,叶面肥,化学肥料,32kg/亩,2025-03-24,郑十一
FR01514,P0765,钾肥,化学肥料,56kg/亩,2025-04-06,周九
FR01515,P0766,钾肥,化学肥料,61kg/亩,2025-03-22,吴十
FR01516,P0766,复合肥,化学肥料,96kg/亩,2025-04-22,李四
FR01517,P0767,复合肥,化学肥料,40kg/亩,2025-08-11,吴十
FR01518,P0767,生物菌肥,生物肥料,38kg/亩,2025-04-07,张三
FR01519,P0768,有机肥,有机肥料,45kg/亩,2025-08-23,郑十一
FR01520,P0769,叶面肥,化学肥料,76kg/亩,2025-05-17,吴十
FR01521,P0769,氮肥,化学肥料,49kg/亩,2025-05-28,王五
FR01522,P0770,钾肥,化学肥料,73kg/亩,2025-08-11,钱七
FR01523,P0770,氮肥,化学肥料,80kg/亩,2025-04-12,周九
FR01524,P0770,有机肥,有机肥料,97kg/亩,2025-03-02,郑十一
FR01525,P0771,腐殖酸肥,有机肥料,72kg/亩,2025-08-13,孙八
FR01526,P0771,腐殖酸肥,有机肥料,46kg/亩,2025-07-26,吴十
FR01527,P0771,磷肥,化学肥料,97kg/亩,2025-07-05,张三
FR01528,P0772,生物菌肥,生物肥料,51kg/亩,2025-06-15,李四
FR01529,P0773,磷肥,化学肥料,74kg/亩,2025-08-12,吴十
FR01530,P0774,腐殖酸肥,有机肥料,68kg/亩,2025-07-26,王五
FR01531,P0774,复合肥,化学肥料,76kg/亩,2025-08-07,张三
FR01532,P0774,叶面肥,化学肥料,53kg/亩,2025-07-19,郑十一
FR01533,P0775,腐殖酸肥,有机肥料,39kg/亩,2025-04-26,郑十一
FR01534,P0775,复合肥,化学肥料,38kg/亩,2025-08-19,孙八
FR01535,P0776,生物菌肥,生物肥料,40kg/亩,2025-06-27,张三
FR01536,P0777,磷肥,化学肥料,79kg/亩,2025-07-19,郑十一
FR01537,P0778,生物菌肥,生物肥料,65kg/亩,2025-04-14,钱七
FR01538,P0779,生物菌肥,生物肥料,66kg/亩,2025-03-14,郑十一
FR01539,P0779,复合肥,化学肥料,41kg/亩,2025-06-03,李四
FR01540,P0779,有机肥,有机肥料,63kg/亩,2025-03-16,孙八
FR01541,P0780,磷肥,化学肥料,42kg/亩,2025-06-03,钱七
FR01542,P0780,叶面肥,化学肥料,58kg/亩,2025-07-24,李四
FR01543,P0780,复合肥,化学肥料,47kg/亩,2025-03-18,王五
FR01544,P0781,腐殖酸肥,有机肥料,39kg/亩,2025-07-20,陈十二
FR01545,P0782,有机肥,有机肥料,89kg/亩,2025-06-20,钱七
FR01546,P0783,氮肥,化学肥料,47kg/亩,2025-07-26,王五
FR01547,P0784,复合肥,化学肥料,52kg/亩,2025-06-18,钱七
FR01548,P0784,有机肥,有机肥料,35kg/亩,2025-07-16,周九
FR01549,P0785,叶面肥,化学肥料,35kg/亩,2025-07-26,周九
FR01550,P0785,叶面肥,化学肥料,64kg/亩,2025-04-25,张三
FR01551,P0786,磷肥,化学肥料,70kg/亩,2025-07-21,周九
FR01552,P0787,氮肥,化学肥料,82kg/亩,2025-07-27,孙八
FR01553,P0788,复合肥,化学肥料,55kg/亩,2025-03-22,吴十
FR01554,P0788,有机肥,有机肥料,76kg/亩,2025-07-05,王五
FR01555,P0789,生物菌肥,生物肥料,50kg/亩,2025-06-02,钱七
FR01556,P0789,生物菌肥,生物肥料,95kg/亩,2025-07-21,陈十二
FR01557,P0789,腐殖酸肥,有机肥料,83kg/亩,2025-08-19,陈十二
FR01558,P0790,腐殖酸肥,有机肥料,34kg/亩,2025-07-12,孙八
FR01559,P0790,生物菌肥,生物肥料,90kg/亩,2025-07-22,王五
FR01560,P0790,钾肥,化学肥料,96kg/亩,2025-05-23,张三
FR01561,P0791,生物菌肥,生物肥料,31kg/亩,2025-05-18,王五
FR01562,P0792,复合肥,化学肥料,58kg/亩,2025-07-12,吴十
FR01563,P0793,复合肥,化学肥料,34kg/亩,2025-05-24,王五
FR01564,P0793,腐殖酸肥,有机肥料,78kg/亩,2025-08-01,吴十
FR01565,P0794,复合肥,化学肥料,38kg/亩,2025-03-06,陈十二
FR01566,P0794,生物菌肥,生物肥料,97kg/亩,2025-05-25,陈十二
FR01567,P0794,叶面肥,化学肥料,96kg/亩,2025-07-18,周九
FR01568,P0795,生物菌肥,生物肥料,97kg/亩,2025-07-08,李四
FR01569,P0796,磷肥,化学肥料,88kg/亩,2025-03-04,郑十一
FR01570,P0797,复合肥,化学肥料,87kg/亩,2025-03-20,陈十二
FR01571,P0798,生物菌肥,生物肥料,59kg/亩,2025-06-01,李四
FR01572,P0799,氮肥,化学肥料,68kg/亩,2025-08-08,吴十
FR01573,P0799,腐殖酸肥,有机肥料,68kg/亩,2025-06-19,赵六
FR01574,P0799,钾肥,化学肥料,68kg/亩,2025-07-17,钱七
FR01575,P0800,叶面肥,化学肥料,57kg/亩,2025-03-12,周九
FR01576,P0800,钾肥,化学肥料,36kg/亩,2025-03-13,吴十
FR01577,P0800,腐殖酸肥,有机肥料,78kg/亩,2025-06-22,郑十一
FR01578,P0801,叶面肥,化学肥料,52kg/亩,2025-04-01,李四
FR01579,P0801,复合肥,化学肥料,49kg/亩,2025-08-20,张三
FR01580,P0801,复合肥,化学肥料,30kg/亩,2025-07-19,赵六
FR01581,P0802,生物菌肥,生物肥料,93kg/亩,2025-03-09,赵六
FR01582,P0802,氮肥,化学肥料,36kg/亩,2025-07-07,孙八
FR01583,P0803,复合肥,化学肥料,69kg/亩,2025-08-09,孙八
FR01584,P0803,有机肥,有机肥料,59kg/亩,2025-04-17,周九
FR01585,P0804,磷肥,化学肥料,32kg/亩,2025-06-10,李四
FR01586,P0804,氮肥,化学肥料,36kg/亩,2025-06-13,郑十一
FR01587,P0804,有机肥,有机肥料,62kg/亩,2025-03-10,张三
FR01588,P0805,钾肥,化学肥料,45kg/亩,2025-07-21,赵六
FR01589,P0806,氮肥,化学肥料,66kg/亩,2025-05-16,周九
FR01590,P0807,钾肥,化学肥料,40kg/亩,2025-06-15,周九
FR01591,P0808,有机肥,有机肥料,45kg/亩,2025-08-27,钱七
FR01592,P0808,氮肥,化学肥料,36kg/亩,2025-05-09,张三
FR01593,P0809,叶面肥,化学肥料,89kg/亩,2025-03-12,周九
FR01594,P0810,钾肥,化学肥料,56kg/亩,2025-03-12,陈十二
FR01595,P0810,腐殖酸肥,有机肥料,70kg/亩,2025-03-12,吴十
FR01596,P0810,叶面肥,化学肥料,81kg/亩,2025-08-20,孙八
FR01597,P0811,有机肥,有机肥料,61kg/亩,2025-06-17,郑十一
FR01598,P0811,生物菌肥,生物肥料,64kg/亩,2025-05-20,王五
FR01599,P0811,复合肥,化学肥料,61kg/亩,2025-07-22,张三
FR01600,P0812,复合肥,化学肥料,37kg/亩,2025-03-27,张三
FR01601,P0812,钾肥,化学肥料,52kg/亩,2025-05-15,王五
FR01602,P0813,氮肥,化学肥料,44kg/亩,2025-08-15,陈十二
FR01603,P0813,氮肥,化学肥料,53kg/亩,2025-03-09,郑十一
FR01604,P0814,腐殖酸肥,有机肥料,92kg/亩,2025-07-16,陈十二
FR01605,P0815,生物菌肥,生物肥料,75kg/亩,2025-04-06,陈十二
FR01606,P0815,叶面肥,化学肥料,46kg/亩,2025-06-13,陈十二
FR01607,P0815,叶面肥,化学肥料,62kg/亩,2025-08-11,赵六
FR01608,P0816,氮肥,化学肥料,59kg/亩,2025-06-25,王五
FR01609,P0816,有机肥,有机肥料,31kg/亩,2025-04-15,周九
FR01610,P0817,叶面肥,化学肥料,67kg/亩,2025-05-11,王五
FR01611,P0818,氮肥,化学肥料,76kg/亩,2025-07-03,孙八
FR01612,P0819,氮肥,化学肥料,52kg/亩,2025-05-05,郑十一
FR01613,P0819,叶面肥,化学肥料,90kg/亩,2025-08-15,陈十二
FR01614,P0819,磷肥,化学肥料,91kg/亩,2025-03-08,李四
FR01615,P0820,钾肥,化学肥料,53kg/亩,2025-04-12,郑十一
FR01616,P0821,生物菌肥,生物肥料,86kg/亩,2025-06-27,赵六
FR01617,P0822,有机肥,有机肥料,68kg/亩,2025-08-10,陈十二
FR01618,P0822,磷肥,化学肥料,89kg/亩,2025-07-12,李四
FR01619,P0822,有机肥,有机肥料,99kg/亩,2025-03-23,郑十一
FR01620,P0823,复合肥,化学肥料,89kg/亩,2025-04-03,郑十一
FR01621,P0823,生物菌肥,生物肥料,57kg/亩,2025-04-08,钱七
FR01622,P0824,氮肥,化学肥料,80kg/亩,2025-04-08,孙八
FR01623,P0824,复合肥,化学肥料,61kg/亩,2025-06-27,王五
FR01624,P0824,叶面肥,化学肥料,34kg/亩,2025-03-11,李四
FR01625,P0825,叶面肥,化学肥料,31kg/亩,2025-03-01,周九
FR01626,P0825,有机肥,有机肥料,96kg/亩,2025-03-12,吴十
FR01627,P0825,氮肥,化学肥料,49kg/亩,2025-04-18,钱七
FR01628,P0826,腐殖酸肥,有机肥料,64kg/亩,2025-03-15,张三
FR01629,P0826,钾肥,化学肥料,36kg/亩,2025-05-28,王五
FR01630,P0827,腐殖酸肥,有机肥料,43kg/亩,2025-08-14,张三
FR01631,P0827,叶面肥,化学肥料,59kg/亩,2025-04-24,吴十
FR01632,P0828,磷肥,化学肥料,55kg/亩,2025-05-18,郑十一
FR01633,P0828,磷肥,化学肥料,47kg/亩,2025-03-15,吴十
FR01634,P0828,复合肥,化学肥料,61kg/亩,2025-08-28,李四
FR01635,P0829,有机肥,有机肥料,46kg/亩,2025-03-05,王五
FR01636,P0830,磷肥,化学肥料,37kg/亩,2025-03-09,王五
FR01637,P0830,氮肥,化学肥料,41kg/亩,2025-04-11,吴十
FR01638,P0830,有机肥,有机肥料,43kg/亩,2025-03-15,王五
FR01639,P0831,磷肥,化学肥料,78kg/亩,2025-05-23,王五
FR01640,P0831,叶面肥,化学肥料,36kg/亩,2025-04-22,李四
FR01641,P0831,氮肥,化学肥料,39kg/亩,2025-08-15,李四
FR01642,P0832,氮肥,化学肥料,54kg/亩,2025-03-01,周九
FR01643,P0832,有机肥,有机肥料,53kg/亩,2025-08-15,王五
FR01644,P0833,腐殖酸肥,有机肥料,75kg/亩,2025-08-12,吴十
FR01645,P0834,腐殖酸肥,有机肥料,81kg/亩,2025-08-08,王五
FR01646,P0835,磷肥,化学肥料,85kg/亩,2025-07-19,张三
FR01647,P0835,复合肥,化学肥料,45kg/亩,2025-03-05,陈十二
FR01648,P0836,腐殖酸肥,有机肥料,84kg/亩,2025-03-25,郑十一
FR01649,P0836,复合肥,化学肥料,56kg/亩,2025-08-20,钱七
FR01650,P0837,磷肥,化学肥料,97kg/亩,2025-05-16,周九
FR01651,P0838,有机肥,有机肥料,100kg/亩,2025-06-13,李四
FR01652,P0838,有机肥,有机肥料,33kg/亩,2025-04-05,李四
FR01653,P0838,复合肥,化学肥料,83kg/亩,2025-04-12,陈十二
FR01654,P0839,叶面肥,化学肥料,73kg/亩,2025-03-21,钱七
FR01655,P0840,腐殖酸肥,有机肥料,67kg/亩,2025-08-28,王五
FR01656,P0841,氮肥,化学肥料,33kg/亩,2025-06-16,钱七
FR01657,P0841,有机肥,有机肥料,37kg/亩,2025-08-09,郑十一
FR01658,P0842,氮肥,化学肥料,94kg/亩,2025-08-14,周九
FR01659,P0842,生物菌肥,生物肥料,60kg/亩,2025-07-25,郑十一
FR01660,P0842,叶面肥,化学肥料,59kg/亩,2025-06-06,孙八
FR01661,P0843,叶面肥,化学肥料,75kg/亩,2025-06-11,赵六
FR01662,P0843,叶面肥,化学肥料,31kg/亩,2025-08-01,周九
FR01663,P0843,钾肥,化学肥料,78kg/亩,2025-03-15,孙八
FR01664,P0844,有机肥,有机肥料,94kg/亩,2025-04-28,王五
FR01665,P0845,腐殖酸肥,有机肥料,48kg/亩,2025-05-05,陈十二
FR01666,P0846,生物菌肥,生物肥料,78kg/亩,2025-08-06,王五
FR01667,P0847,有机肥,有机肥料,96kg/亩,2025-07-08,陈十二
FR01668,P0847,复合肥,化学肥料,78kg/亩,2025-05-02,陈十二
FR01669,P0848,有机肥,有机肥料,59kg/亩,2025-04-08,张三
FR01670,P0848,复合肥,化学肥料,35kg/亩,2025-08-02,张三
FR01671,P0848,腐殖酸肥,有机肥料,84kg/亩,2025-05-13,陈十二
FR01672,P0849,钾肥,化学肥料,30kg/亩,2025-04-02,赵六
FR01673,P0849,复合肥,化学肥料,37kg/亩,2025-04-10,王五
FR01674,P0849,钾肥,化学肥料,95kg/亩,2025-03-16,李四
FR01675,P0850,生物菌肥,生物肥料,51kg/亩,2025-07-08,张三
FR01676,P0850,钾肥,化学肥料,43kg/亩,2025-04-03,李四
FR01677,P0850,氮肥,化学肥料,54kg/亩,2025-06-15,孙八
FR01678,P0851,磷肥,化学肥料,31kg/亩,2025-04-25,陈十二
FR01679,P0852,钾肥,化学肥料,91kg/亩,2025-03-24,吴十
FR01680,P0852,钾肥,化学肥料,91kg/亩,2025-08-27,孙八
FR01681,P0853,氮肥,化学肥料,56kg/亩,2025-05-10,周九
FR01682,P0854,复合肥,化学肥料,74kg/亩,2025-03-10,郑十一
FR01683,P0855,磷肥,化学肥料,48kg/亩,2025-08-05,陈十二
FR01684,P0855,复合肥,化学肥料,43kg/亩,2025-03-21,孙八
FR01685,P0856,复合肥,化学肥料,95kg/亩,2025-06-21,赵六
FR01686,P0857,生物菌肥,生物肥料,73kg/亩,2025-03-07,钱七
FR01687,P0857,磷肥,化学肥料,70kg/亩,2025-06-03,王五
FR01688,P0857,复合肥,化学肥料,35kg/亩,2025-05-05,吴十
FR01689,P0858,磷肥,化学肥料,85kg/亩,2025-03-17,李四
FR01690,P0859,钾肥,化学肥料,33kg/亩,2025-08-27,孙八
FR01691,P0859,有机肥,有机肥料,55kg/亩,2025-07-13,周九
FR01692,P0859,叶面肥,化学肥料,90kg/亩,2025-07-15,周九
FR01693,P0860,钾肥,化学肥料,58kg/亩,2025-06-25,孙八
FR01694,P0861,氮肥,化学肥料,79kg/亩,2025-04-26,李四
FR01695,P0862,氮肥,化学肥料,67kg/亩,2025-03-25,陈十二
FR01696,P0862,有机肥,有机肥料,63kg/亩,2025-08-23,张三
FR01697,P0862,叶面肥,化学肥料,95kg/亩,2025-04-11,王五
FR01698,P0863,有机肥,有机肥料,69kg/亩,2025-05-14,陈十二
FR01699,P0863,磷肥,化学肥料,89kg/亩,2025-04-17,李四
FR01700,P0863,叶面肥,化学肥料,54kg/亩,2025-03-03,赵六
FR01701,P0864,叶面肥,化学肥料,92kg/亩,2025-08-10,王五
FR01702,P0864,叶面肥,化学肥料,91kg/亩,2025-05-25,赵六
FR01703,P0864,有机肥,有机肥料,50kg/亩,2025-06-14,张三
FR01704,P0865,氮肥,化学肥料,88kg/亩,2025-06-18,张三
FR01705,P0865,有机肥,有机肥料,100kg/亩,2025-03-19,吴十
FR01706,P0866,复合肥,化学肥料,83kg/亩,2025-05-08,周九
FR01707,P0867,有机肥,有机肥料,51kg/亩,2025-04-01,王五
FR01708,P0867,复合肥,化学肥料,76kg/亩,2025-08-16,郑十一
FR01709,P0868,腐殖酸肥,有机肥料,31kg/亩,2025-08-07,吴十
FR01710,P0868,复合肥,化学肥料,39kg/亩,2025-04-03,李四
FR01711,P0868,叶面肥,化学肥料,74kg/亩,2025-03-01,陈十二
FR01712,P0869,生物菌肥,生物肥料,59kg/亩,2025-05-22,孙八
FR01713,P0869,生物菌肥,生物肥料,81kg/亩,2025-03-24,赵六
FR01714,P0869,叶面肥,化学肥料,37kg/亩,2025-05-11,王五
FR01715,P0870,钾肥,化学肥料,34kg/亩,2025-04-28,李四
FR01716,P0870,叶面肥,化学肥料,37kg/亩,2025-08-10,郑十一
FR01717,P0871,叶面肥,化学肥料,97kg/亩,2025-07-25,李四
FR01718,P0871,叶面肥,化学肥料,60kg/亩,2025-04-24,钱七
FR01719,P0871,氮肥,化学肥料,64kg/亩,2025-03-04,郑十一
FR01720,P0872,复合肥,化学肥料,69kg/亩,2025-07-11,郑十一
FR01721,P0873,磷肥,化学肥料,45kg/亩,2025-03-06,张三
FR01722,P0873,有机肥,有机肥料,83kg/亩,2025-06-05,李四
FR01723,P0874,生物菌肥,生物肥料,81kg/亩,2025-03-04,李四
FR01724,P0874,生物菌肥,生物肥料,49kg/亩,2025-03-17,郑十一
FR01725,P0875,磷肥,化学肥料,86kg/亩,2025-08-03,李四
FR01726,P0875,复合肥,化学肥料,98kg/亩,2025-03-11,李四
FR01727,P0875,有机肥,有机肥料,57kg/亩,2025-07-28,吴十
FR01728,P0876,生物菌肥,生物肥料,69kg/亩,2025-03-24,陈十二
FR01729,P0877,复合肥,化学肥料,84kg/亩,2025-03-10,郑十一
FR01730,P0877,氮肥,化学肥料,79kg/亩,2025-08-26,孙八
FR01731,P0877,磷肥,化学肥料,76kg/亩,2025-04-16,孙八
FR01732,P0878,生物菌肥,生物肥料,88kg/亩,2025-06-27,李四
FR01733,P0878,有机肥,有机肥料,91kg/亩,2025-03-28,钱七
FR01734,P0879,生物菌肥,生物肥料,100kg/亩,2025-06-14,孙八
FR01735,P0880,有机肥,有机肥料,97kg/亩,2025-07-21,李四
FR01736,P0880,磷肥,化学肥料,87kg/亩,2025-07-14,王五
FR01737,P0881,腐殖酸肥,有机肥料,30kg/亩,2025-05-14,李四
FR01738,P0882,有机肥,有机肥料,97kg/亩,2025-08-13,张三
FR01739,P0882,生物菌肥,生物肥料,68kg/亩,2025-06-15,钱七
FR01740,P0883,腐殖酸肥,有机肥料,65kg/亩,2025-07-04,周九
FR01741,P0883,磷肥,化学肥料,33kg/亩,2025-08-14,郑十一
FR01742,P0883,钾肥,化学肥料,95kg/亩,2025-04-27,钱七
FR01743,P0884,腐殖酸肥,有机肥料,40kg/亩,2025-05-15,郑十一
FR01744,P0884,生物菌肥,生物肥料,79kg/亩,2025-05-06,孙八
FR01745,P0885,复合肥,化学肥料,55kg/亩,2025-08-16,吴十
FR01746,P0886,钾肥,化学肥料,60kg/亩,2025-08-07,吴十
FR01747,P0886,磷肥,化学肥料,56kg/亩,2025-05-21,赵六
FR01748,P0887,钾肥,化学肥料,73kg/亩,2025-03-21,周九
FR01749,P0888,氮肥,化学肥料,70kg/亩,2025-05-17,李四
FR01750,P0889,复合肥,化学肥料,42kg/亩,2025-06-28,孙八
FR01751,P0889,生物菌肥,生物肥料,58kg/亩,2025-03-27,郑十一
FR01752,P0889,叶面肥,化学肥料,73kg/亩,2025-06-08,赵六
FR01753,P0890,钾肥,化学肥料,66kg/亩,2025-07-27,孙八
FR01754,P0890,磷肥,化学肥料,100kg/亩,2025-05-15,赵六
FR01755,P0891,有机肥,有机肥料,73kg/亩,2025-03-10,吴十
FR01756,P0891,有机肥,有机肥料,45kg/亩,2025-03-12,张三
FR01757,P0892,生物菌肥,生物肥料,68kg/亩,2025-03-04,张三
FR01758,P0893,腐殖酸肥,有机肥料,54kg/亩,2025-04-22,郑十一
FR01759,P0893,叶面肥,化学肥料,43kg/亩,2025-03-01,陈十二
FR01760,P0893,生物菌肥,生物肥料,84kg/亩,2025-08-15,李四
FR01761,P0894,复合肥,化学肥料,57kg/亩,2025-03-18,孙八
FR01762,P0894,氮肥,化学肥料,69kg/亩,2025-06-08,郑十一
FR01763,P0895,磷肥,化学肥料,54kg/亩,2025-07-20,赵六
FR01764,P0896,叶面肥,化学肥料,58kg/亩,2025-05-22,李四
FR01765,P0897,有机肥,有机肥料,34kg/亩,2025-04-26,孙八
FR01766,P0897,氮肥,化学肥料,43kg/亩,2025-04-05,吴十
FR01767,P0897,叶面肥,化学肥料,76kg/亩,2025-03-24,孙八
FR01768,P0898,复合肥,化学肥料,99kg/亩,2025-06-24,郑十一
FR01769,P0898,有机肥,有机肥料,90kg/亩,2025-08-16,陈十二
FR01770,P0898,叶面肥,化学肥料,37kg/亩,2025-04-07,郑十一
FR01771,P0899,氮肥,化学肥料,42kg/亩,2025-07-26,周九
FR01772,P0900,腐殖酸肥,有机肥料,67kg/亩,2025-07-04,赵六
FR01773,P0901,腐殖酸肥,有机肥料,78kg/亩,2025-08-26,郑十一
FR01774,P0902,钾肥,化学肥料,38kg/亩,2025-08-24,王五
FR01775,P0902,有机肥,有机肥料,37kg/亩,2025-04-14,周九
FR01776,P0902,磷肥,化学肥料,59kg/亩,2025-05-08,陈十二
FR01777,P0903,磷肥,化学肥料,81kg/亩,2025-05-08,李四
FR01778,P0904,磷肥,化学肥料,98kg/亩,2025-03-03,李四
FR01779,P0904,腐殖酸肥,有机肥料,41kg/亩,2025-05-27,吴十
FR01780,P0905,复合肥,化学肥料,44kg/亩,2025-08-14,吴十
FR01781,P0905,腐殖酸肥,有机肥料,99kg/亩,2025-03-16,陈十二
FR01782,P0906,腐殖酸肥,有机肥料,88kg/亩,2025-05-25,郑十一
FR01783,P0907,钾肥,化学肥料,46kg/亩,2025-07-14,郑十一
FR01784,P0907,氮肥,化学肥料,67kg/亩,2025-04-04,陈十二
FR01785,P0907,腐殖酸肥,有机肥料,82kg/亩,2025-04-19,陈十二
FR01786,P0908,有机肥,有机肥料,86kg/亩,2025-04-22,王五
FR01787,P0908,腐殖酸肥,有机肥料,34kg/亩,2025-06-15,李四
FR01788,P0909,腐殖酸肥,有机肥料,73kg/亩,2025-05-22,周九
FR01789,P0910,复合肥,化学肥料,68kg/亩,2025-08-26,李四
FR01790,P0910,叶面肥,化学肥料,51kg/亩,2025-06-04,郑十一
FR01791,P0911,有机肥,有机肥料,76kg/亩,2025-03-13,郑十一
FR01792,P0911,生物菌肥,生物肥料,61kg/亩,2025-04-11,郑十一
FR01793,P0911,磷肥,化学肥料,68kg/亩,2025-05-08,王五
FR01794,P0912,复合肥,化学肥料,64kg/亩,2025-07-08,周九
FR01795,P0913,生物菌肥,生物肥料,83kg/亩,2025-08-04,钱七
FR01796,P0913,腐殖酸肥,有机肥料,41kg/亩,2025-05-05,郑十一
FR01797,P0913,有机肥,有机肥料,83kg/亩,2025-06-05,张三
FR01798,P0914,腐殖酸肥,有机肥料,54kg/亩,2025-06-27,李四
FR01799,P0914,有机肥,有机肥料,69kg/亩,2025-07-16,陈十二
FR01800,P0914,复合肥,化学肥料,85kg/亩,2025-06-28,孙八
FR01801,P0915,钾肥,化学肥料,50kg/亩,2025-06-23,钱七
FR01802,P0916,磷肥,化学肥料,96kg/亩,2025-04-04,吴十
FR01803,P0917,复合肥,化学肥料,75kg/亩,2025-06-01,赵六
FR01804,P0918,复合肥,化学肥料,37kg/亩,2025-08-26,王五
